id,observed_on,time_observed_at,time_zone,quality_grade,url,image_url,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,place_guess,latitude,longitude,geoprivacy,taxon_geoprivacy,place_town_name,place_county_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_family_name,taxon_genus_name,taxon_species_name
104485857,1/6/22,2022-01-06 16:48:00 UTC,Eastern Time (US & Canada),research,https://www.inaturalist.org/observations/104485857,https://inaturalist-open-data.s3.amazonaws.com/photos/175084025/medium.jpeg,,1,0,FALSE,"Tilden Regional Park, Contra Costa, California, United States",37.89374833,-122.2432417,,,,Contra Costa,Broad-leafed Helleborine,Epipactis helleborine,Broad-leafed Helleborine,Plantae,50717,Orchidaceae,Epipactis,Epipactis helleborine
104485861,1/6/22,2022-01-06 16:02:00 UTC,Eastern Time (US & Canada),research,https://www.inaturalist.org/observations/104485861,https://inaturalist-open-data.s3.amazonaws.com/photos/175084349/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.89261667,-122.2433083,,,,Contra Costa,Ivy-leaved toadflax,Cymbalaria muralis,Ivy-leaved toadflax,Plantae,55727,Plantaginaceae,Cymbalaria,Cymbalaria muralis
104485863,1/6/22,2022-01-06 16:15:00 UTC,Eastern Time (US & Canada),research,https://www.inaturalist.org/observations/104485863,https://inaturalist-open-data.s3.amazonaws.com/photos/175084441/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.89294722,-122.2440806,,,,Contra Costa,Petty Spurge,Euphorbia peplus,Petty Spurge,Plantae,57036,Euphorbiaceae,Euphorbia,Euphorbia peplus
104688506,1/9/22,2022-01-09 15:46:18 UTC,UTC,research,https://www.inaturalist.org/observations/104688506,https://inaturalist-open-data.s3.amazonaws.com/photos/175472382/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Kensington, CA, US",37.91135,-122.2689367,,,,Contra Costa,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rosaceae,Rubus,Rubus ursinus
104688829,1/9/22,2022-01-09 15:40:08 UTC,UTC,research,https://www.inaturalist.org/observations/104688829,https://inaturalist-open-data.s3.amazonaws.com/photos/175473127/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Kensington, CA, US",37.90987,-122.268005,,,,Contra Costa,Pacific hound's tongue,Adelinia grande,Pacific hound's tongue,Plantae,769151,Boraginaceae,Adelinia,Adelinia grande
104688871,1/9/22,2022-01-09 15:30:33 UTC,UTC,research,https://www.inaturalist.org/observations/104688871,https://inaturalist-open-data.s3.amazonaws.com/photos/175473170/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Kensington, CA, US",37.90968667,-122.2689967,,open,,Contra Costa,stinging nettle,Urtica dioica,great stinging nettle,Plantae,51884,Urticaceae,Urtica,Urtica dioica
104688951,1/9/22,2022-01-09 16:08:44 UTC,UTC,research,https://www.inaturalist.org/observations/104688951,https://inaturalist-open-data.s3.amazonaws.com/photos/175473283/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Kensington, CA, US",37.90832833,-122.265945,,open,,Contra Costa,red-berried elder,Sambucus racemosa,red-berried elder,Plantae,57824,Viburnaceae,Sambucus,Sambucus racemosa
104800068,1/11/22,2022-01-11 17:02:08 UTC,UTC,research,https://www.inaturalist.org/observations/104800068,https://static.inaturalist.org/photos/175687363/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89201333,-122.2283383,,,,Contra Costa,California poppy,Eschscholzia californica,California poppy,Plantae,48225,Papaveraceae,Eschscholzia,Eschscholzia californica
104884769,1/13/22,2022-01-13 12:41:43 UTC,UTC,research,https://www.inaturalist.org/observations/104884769,https://inaturalist-open-data.s3.amazonaws.com/photos/175847704/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.88492,-122.223975,,,,Contra Costa,Broad-leafed Helleborine,Epipactis helleborine,Broad-leafed Helleborine,Plantae,50717,Orchidaceae,Epipactis,Epipactis helleborine
105017571,1/15/22,2022-01-15 22:42:02 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105017571,https://inaturalist-open-data.s3.amazonaws.com/photos/176103978/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90867,-122.253845,,,,Contra Costa,coast twinberry,Lonicera involucrata ledebourii,coast twinberry,Plantae,60990,Caprifoliaceae,Lonicera,Lonicera involucrata
105017586,1/15/22,2022-01-15 22:40:27 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105017586,https://inaturalist-open-data.s3.amazonaws.com/photos/176104009/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90866333,-122.2539667,,,,Contra Costa,yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203,Lamiaceae,Clinopodium,Clinopodium douglasii
105018052,1/15/22,2022-01-16 00:40:30 UTC,Hawaii,research,https://www.inaturalist.org/observations/105018052,https://inaturalist-open-data.s3.amazonaws.com/photos/176105231/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.91154759,-122.2605401,,,,Contra Costa,yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203,Lamiaceae,Clinopodium,Clinopodium douglasii
105021943,1/15/22,2022-01-15 14:41:13 UTC,UTC,research,https://www.inaturalist.org/observations/105021943,https://static.inaturalist.org/photos/176113376/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90867,-122.2539883,,,,Contra Costa,yerba buena,Clinopodium douglasii,yerba buena,Plantae,53203,Lamiaceae,Clinopodium,Clinopodium douglasii
105129343,1/17/22,2022-01-17 16:49:45 UTC,UTC,research,https://www.inaturalist.org/observations/105129343,https://inaturalist-open-data.s3.amazonaws.com/photos/176330172/medium.jpeg,,1,0,FALSE,Orinda,37.89700699,-122.2554855,,open,,Contra Costa,coast live oak,Quercus agrifolia,coast live oak,Plantae,47850,Fagaceae,Quercus,Quercus agrifolia
105134502,1/16/22,2022-01-16 10:29:08 UTC,UTC,research,https://www.inaturalist.org/observations/105134502,https://inaturalist-open-data.s3.amazonaws.com/photos/176330912/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90097,-122.242395,,,,Contra Costa,Cut-leaved crane's-bill,Geranium dissectum,Cut-leaved crane's-bill,Plantae,53075,Geraniaceae,Geranium,Geranium dissectum
105134510,1/16/22,2022-01-16 10:40:04 UTC,UTC,research,https://www.inaturalist.org/observations/105134510,https://inaturalist-open-data.s3.amazonaws.com/photos/177000110/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.897125,-122.238045,,,,Contra Costa,broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132,Boraginaceae,Myosotis,Myosotis latifolia
105137597,1/17/22,2022-01-17 22:42:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105137597,https://inaturalist-open-data.s3.amazonaws.com/photos/176332953/medium.jpeg,,1,0,FALSE,"Tilden Regional Park, Contra Costa County, US-CA, US",37.90016361,-122.2531261,,,,Contra Costa,broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132,Boraginaceae,Myosotis,Myosotis latifolia
105137618,1/17/22,2022-01-17 23:53:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105137618,https://inaturalist-open-data.s3.amazonaws.com/photos/176335262/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.89848372,-122.2540588,,,,Contra Costa,Cardo común,Cirsium vulgare,Bull Thistle,Plantae,52989,Asteraceae,Cirsium,Cirsium vulgare
105138246,1/17/22,2022-01-17 16:08:14 UTC,UTC,research,https://www.inaturalist.org/observations/105138246,https://static.inaturalist.org/photos/176339486/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89233833,-122.23002,,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Bush Lupine,Plantae,51691,Fabaceae,Lupinus,Lupinus albifrons
105250665,1/15/22,2022-01-15 15:47:18 UTC,UTC,research,https://www.inaturalist.org/observations/105250665,https://static.inaturalist.org/photos/176553769/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90443,-122.2491833,,,,Contra Costa,Cardo abrepuño,Centaurea solstitialis,Yellow Star-Thistle,Plantae,52588,Asteraceae,Centaurea,Centaurea solstitialis
105294813,1/20/22,2022-01-20 16:59:43 UTC,UTC,research,https://www.inaturalist.org/observations/105294813,https://inaturalist-open-data.s3.amazonaws.com/photos/176639154/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90538,-122.2605283,,,,Contra Costa,poison hemlock,Conium maculatum,poison hemlock,Plantae,52998,Apiaceae,Conium,Conium maculatum
105331517,1/21/22,2022-01-21 08:51:33 UTC,UTC,research,https://www.inaturalist.org/observations/105331517,https://inaturalist-open-data.s3.amazonaws.com/photos/176708683/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.88672167,-122.2240617,,open,,Contra Costa,California bay,Umbellularia californica,California bay,Plantae,48807,Lauraceae,Umbellularia,Umbellularia californica
105381912,1/22/22,2022-01-22 11:53:52 UTC,UTC,research,https://www.inaturalist.org/observations/105381912,https://static.inaturalist.org/photos/176815426/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.91628179,-122.274334,,,,Contra Costa,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rosaceae,Rubus,Rubus ursinus
105401969,1/22/22,2022-01-22 17:05:17 UTC,UTC,research,https://www.inaturalist.org/observations/105401969,https://inaturalist-open-data.s3.amazonaws.com/photos/176869814/medium.jpg,,3,0,FALSE,"Tilden Regional Park, Contra Costa County, US-CA, US",37.89270999,-122.2435982,,,,Contra Costa,greater periwinkle,Vinca major,greater periwinkle,Plantae,53326,Apocynaceae,Vinca,Vinca major
105472460,1/20/22,2022-01-21 01:08:42 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105472460,https://inaturalist-open-data.s3.amazonaws.com/photos/176975250/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90377833,-122.257095,,,,Contra Costa,Pacific Sanicle,Sanicula crassicaulis,Pacific Sanicle,Plantae,53201,Apiaceae,Sanicula,Sanicula crassicaulis
105472539,1/20/22,2022-01-21 01:07:43 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105472539,https://inaturalist-open-data.s3.amazonaws.com/photos/176975283/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90411333,-122.2576617,,open,,Contra Costa,Cherry laurel,Prunus laurocerasus,Cherry laurel,Plantae,61432,Rosaceae,Prunus,Prunus laurocerasus
105472659,1/20/22,2022-01-21 01:03:20 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105472659,https://inaturalist-open-data.s3.amazonaws.com/photos/176975371/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90472,-122.259575,,,,Contra Costa,fuller's teasel,Dipsacus sativus,fuller's teasel,Plantae,53028,Caprifoliaceae,Dipsacus,Dipsacus sativus
105480423,1/23/22,2022-01-23 18:49:57 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105480423,https://static.inaturalist.org/photos/176990316/medium.jpg,,1,0,FALSE,"Tilden Nature Area, El Sobrante, CA, US",37.91888833,-122.2621167,,,,Contra Costa,woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298,Rosaceae,Fragaria,Fragaria vesca
105574410,1/24/22,2022-01-24 10:14:36 UTC,UTC,research,https://www.inaturalist.org/observations/105574410,https://inaturalist-open-data.s3.amazonaws.com/photos/177169136/medium.jpg,Super early bloom likely due to heavy early rains,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89083,-122.2278217,,,,Contra Costa,Blue Dicks,Dipterostemon capitatus,Blue Dicks,Plantae,1196784,Asparagaceae,Dipterostemon,Dipterostemon capitatus
105574435,1/24/22,2022-01-24 09:56:16 UTC,UTC,research,https://www.inaturalist.org/observations/105574435,https://inaturalist-open-data.s3.amazonaws.com/photos/177169221/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.88768,-122.224625,,,,Contra Costa,California buckwheat,Eriogonum fasciculatum,California Buckwheat,Plantae,54999,Polygonaceae,Eriogonum,Eriogonum fasciculatum
105636947,1/26/22,2022-01-26 19:27:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105636947,https://inaturalist-open-data.s3.amazonaws.com/photos/177285430/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.883758,-122.224678,,open,,Contra Costa,California bay,Umbellularia californica,California bay,Plantae,48807,Lauraceae,Umbellularia,Umbellularia californica
105636950,1/26/22,2022-01-26 19:39:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105636950,https://inaturalist-open-data.s3.amazonaws.com/photos/177285472/medium.jpeg,,2,0,FALSE,"El Toyonal, Orinda, CA 94563, USA",37.88715008,-122.2234471,,,,Contra Costa,Gray Mule-Ears,Wyethia helenioides,Gray Mule-Ears,Plantae,50799,Asteraceae,Wyethia,Wyethia helenioides
105636951,1/26/22,2022-01-26 19:56:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105636951,https://inaturalist-open-data.s3.amazonaws.com/photos/177285508/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.8925685,-122.2311755,,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Bush Lupine,Plantae,51691,Fabaceae,Lupinus,Lupinus albifrons
105637317,1/26/22,2022-01-26 20:41:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105637317,https://inaturalist-open-data.s3.amazonaws.com/photos/177285930/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.89920567,-122.250842,,,,Contra Costa,common chickweed,Stellaria media,common chickweed,Plantae,53298,Caryophyllaceae,Stellaria,Stellaria media
105637321,1/26/22,2022-01-26 21:02:00 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105637321,https://inaturalist-open-data.s3.amazonaws.com/photos/177286407/medium.jpeg,,1,0,FALSE,"Contra Costa County, CA, USA",37.893658,-122.2492253,,,,Contra Costa,Oracle Oak,Quercus × morehus,Oracle Oak,Plantae,171031,Fagaceae,Quercus,
105637733,1/26/22,2022-01-26 14:36:15 UTC,UTC,research,https://www.inaturalist.org/observations/105637733,https://static.inaturalist.org/photos/177291607/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.91663667,-122.2532967,,,,Contra Costa,Red-flowering Currant,Ribes sanguineum,Red-flowering Currant,Plantae,53435,Grossulariaceae,Ribes,Ribes sanguineum
105642996,1/26/22,2022-01-26 09:51:01 UTC,UTC,research,https://www.inaturalist.org/observations/105642996,https://inaturalist-open-data.s3.amazonaws.com/photos/177298289/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.88206167,-122.2228167,,open,,Contra Costa,Western Leatherwood,Dirca occidentalis,Western Leatherwood,Plantae,50315,Thymelaeaceae,Dirca,Dirca occidentalis
105726780,1/28/22,2022-01-28 10:45:49 UTC,UTC,research,https://www.inaturalist.org/observations/105726780,https://static.inaturalist.org/photos/179333209/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90654188,-122.2468582,,,,Contra Costa,Little-Robin,Geranium purpureum,Little-Robin,Plantae,57643,Geraniaceae,Geranium,Geranium purpureum
105749356,1/28/22,2022-01-29 00:41:09 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105749356,https://static.inaturalist.org/photos/177504036/medium.jpg,,1,0,FALSE,"Tilden Nature Area, El Sobrante, CA, US",37.91822418,-122.263528,,,,Contra Costa,Coast Paintbrush,Castilleja affinis affinis,Coast Paintbrush,Plantae,50043,Orobanchaceae,Castilleja,Castilleja affinis
105755034,1/28/22,2022-01-29 00:00:14 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105755034,https://static.inaturalist.org/photos/177514202/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.91258826,-122.2599457,,,,Contra Costa,broadleaf forget-me-not,Myosotis latifolia,broadleaf forget-me-not,Plantae,49132,Boraginaceae,Myosotis,Myosotis latifolia
105797036,1/29/22,2022-01-29 14:01:07 UTC,UTC,research,https://www.inaturalist.org/observations/105797036,https://static.inaturalist.org/photos/177739176/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90667833,-122.2474883,,,,Contra Costa,herb Robert,Geranium robertianum,herb Robert,Plantae,55925,Geraniaceae,Geranium,Geranium robertianum
105797170,1/29/22,2022-01-29 13:49:21 UTC,UTC,research,https://www.inaturalist.org/observations/105797170,https://static.inaturalist.org/photos/177595138/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.91035833,-122.24945,,,,Contra Costa,California manroot,Marah fabacea,California manroot,Plantae,205330,Cucurbitaceae,Marah,Marah fabacea
105815180,1/29/22,2022-01-29 23:46:42 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105815180,https://inaturalist-open-data.s3.amazonaws.com/photos/177630378/medium.jpeg,,1,0,FALSE,"Orinda, CA 94563, USA",37.8930378,-122.2325554,,,,Contra Costa,Diablo helianthella,Helianthella castanea,Mt. Diablo Helianthella,Plantae,64250,Asteraceae,Helianthella,Helianthella castanea
105815238,1/29/22,2022-01-30 00:25:19 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105815238,https://inaturalist-open-data.s3.amazonaws.com/photos/177630416/medium.jpeg,,1,0,FALSE,"Berkeley, CA 94708, USA",37.8970087,-122.2401765,,,,Contra Costa,woodland strawberry,Fragaria vesca,woodland strawberry,Plantae,50298,Rosaceae,Fragaria,Fragaria vesca
105815342,1/29/22,2022-01-30 00:21:22 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105815342,https://inaturalist-open-data.s3.amazonaws.com/photos/177630580/medium.jpeg,,1,0,FALSE,"Berkeley, CA 94708, USA",37.8957055,-122.2395258,,,,Contra Costa,hairy bittercress,Cardamine hirsuta,hairy bittercress,Plantae,55829,Brassicaceae,Cardamine,Cardamine hirsuta
105886807,1/30/22,2022-01-30 06:41:00 UTC,UTC,research,https://www.inaturalist.org/observations/105886807,https://inaturalist-open-data.s3.amazonaws.com/photos/177767790/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.91668,-122.25325,,,,Contra Costa,Red-flowering Currant,Ribes sanguineum,Red-flowering Currant,Plantae,53435,Grossulariaceae,Ribes,Ribes sanguineum
105889607,1/20/22,2022-01-20 17:03:09 UTC,UTC,research,https://www.inaturalist.org/observations/105889607,https://inaturalist-open-data.s3.amazonaws.com/photos/177772908/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.90472,-122.2595133,,,,Contra Costa,fuller's teasel,Dipsacus sativus,fuller's teasel,Plantae,53028,Caprifoliaceae,Dipsacus,Dipsacus sativus
105931527,1/29/22,2022-01-29 11:50:58 UTC,UTC,research,https://www.inaturalist.org/observations/105931527,https://static.inaturalist.org/photos/177882217/medium.jpg,,1,0,FALSE,"Tilden Nature Area, Orinda, CA, US",37.911975,-122.2580717,,,,Contra Costa,California beeplant,Scrophularia californica,California beeplant,Plantae,50812,Scrophulariaceae,Scrophularia,Scrophularia californica
105943751,1/31/22,2022-02-01 00:17:35 UTC,Pacific Time (US & Canada),research,https://www.inaturalist.org/observations/105943751,https://inaturalist-open-data.s3.amazonaws.com/photos/177877611/medium.jpeg,,1,0,FALSE,"Berkeley, CA 94708, USA",37.91820053,-122.2636781,,,,Contra Costa,fringed checkerbloom,Sidalcea diploscypha,fringed checkerbloom,Plantae,57139,Malvaceae,Sidalcea,Sidalcea diploscypha
105968381,1/31/22,2022-01-31 14:39:00 UTC,UTC,research,https://www.inaturalist.org/observations/105968381,https://inaturalist-open-data.s3.amazonaws.com/photos/177922414/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89857833,-122.2419583,,,,Contra Costa,California manroot,Marah fabacea,California manroot,Plantae,205330,Cucurbitaceae,Marah,Marah fabacea
105968496,1/31/22,2022-01-31 14:07:13 UTC,UTC,research,https://www.inaturalist.org/observations/105968496,https://inaturalist-open-data.s3.amazonaws.com/photos/177922564/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89404667,-122.2344667,,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Bush Lupine,Plantae,51691,Fabaceae,Lupinus,Lupinus albifrons
105968540,1/31/22,2022-01-31 14:06:34 UTC,UTC,research,https://www.inaturalist.org/observations/105968540,https://inaturalist-open-data.s3.amazonaws.com/photos/177922635/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89415833,-122.2345117,,,,Contra Costa,Hartweg's umbrellawort,Tauschia hartwegii,Hartweg's umbrellawort,Plantae,54948,Apiaceae,Tauschia,Tauschia hartwegii
106001952,2/1/22,2022-02-01 23:02:48 UTC,Eastern Time (US & Canada),research,https://www.inaturalist.org/observations/106001952,https://inaturalist-open-data.s3.amazonaws.com/photos/177983917/medium.jpg,,2,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.88356399,-122.2344881,,open,,Contra Costa,Western Leatherwood,Dirca occidentalis,Western Leatherwood,Plantae,50315,Thymelaeaceae,Dirca,Dirca occidentalis
106053035,2/2/22,2022-02-02 17:47:52 UTC,UTC,research,https://www.inaturalist.org/observations/106053035,https://static.inaturalist.org/photos/178080233/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89233,-122.2300467,,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Bush Lupine,Plantae,51691,Fabaceae,Lupinus,Lupinus albifrons
106053123,2/2/22,2022-02-02 16:44:07 UTC,UTC,research,https://www.inaturalist.org/observations/106053123,https://static.inaturalist.org/photos/178080304/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89214667,-122.22867,,,,Contra Costa,Silver Lupine,Lupinus albifrons,Silver Bush Lupine,Plantae,51691,Fabaceae,Lupinus,Lupinus albifrons
106071852,1/31/22,2022-01-31 13:51:24 UTC,UTC,research,https://www.inaturalist.org/observations/106071852,https://inaturalist-open-data.s3.amazonaws.com/photos/178117702/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89578667,-122.23687,,,,Contra Costa,poison hemlock,Conium maculatum,poison hemlock,Plantae,52998,Apiaceae,Conium,Conium maculatum
106071893,1/31/22,2022-01-31 13:47:36 UTC,UTC,research,https://www.inaturalist.org/observations/106071893,https://inaturalist-open-data.s3.amazonaws.com/photos/178117795/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89695333,-122.237725,,,,Contra Costa,trailing blackberry,Rubus ursinus,trailing blackberry,Plantae,53445,Rosaceae,Rubus,Rubus ursinus
106071928,1/31/22,2022-01-31 13:46:48 UTC,UTC,research,https://www.inaturalist.org/observations/106071928,https://inaturalist-open-data.s3.amazonaws.com/photos/178117836/medium.jpg,,1,0,FALSE,"Tilden Regional Park, Orinda, CA, US",37.89710333,-122.2378167,,,,Contra Costa,common chickweed,Stellaria media,common chickweed,Plantae,53298,Caryophyllaceae,Stellaria,Stellaria media
