"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WV01","WV01_ATTRIBUTES","WV03","WV03_ATTRIBUTES"
"USW00023293","1998-07-24","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  256",",,W","  144",",,W","   36",",,W"," 1536",",,W"," 1541",",,W","  200",",,W",,,"  320",",,W","  310",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-25","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  278",",,W","  144",",,W","   26",",,W"," 1735",",,W"," 1719",",,W","  211",",,W",,,"  320",",,W","  330",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-26","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  267",",,W","  150",",,W","   31",",,W"," 1830",",,W"," 1830",",,W","  211",",,W",,,"  310",",,W","  300",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-27","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  267",",,W","  144",",,W","   34",",,W"," 1722",",,W"," 1721",",,W","  206",",,W",,,"  320",",,W","  320",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-28","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  233",",,W","  139",",,W","   40",",,W"," 1701",",,W"," 1700",",,W","  189",",,W",,,"  330",",,W","  330",",,W","   80",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-29","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","  156",",,W","   39",",,W"," 1633",",,W"," 1512",",,W","  189",",,W",,,"  320",",,W","  340",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-30","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","  156",",,W","   40",",,W"," 1745",",,W"," 1811",",,W","  189",",,W",,,"  320",",,W","  330",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-07-31","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  256",",,W","  156",",,W","   31",",,W"," 1731",",,W"," 1758",",,W","  206",",,W",,,"  320",",,W","  330",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  311",",,W","  150",",,W","   28",",,W"," 1638",",,W"," 1605",",,W","  233",",,W",,,"  330",",,W","  310",",,W","   89",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  339",",,W","  161",",,W","   22",",,W"," 1633",",,W"," 1716",",,W","  250",",,W",,,"  330",",,W","  320",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  372",",,W","  172",",,W","   22",",,W"," 1758",",,W"," 1757",",,W","  272",",,W",,,"  310",",,W","  310",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  372",",,W","  194",",,W","   22",",,W"," 1312",",,W"," 1757",",,W","  283",",,W",,,"  330",",,W","  310",",,W","   67",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  328",",,W","  178",",,W","   30",",,W"," 1806",",,W"," 1706",",,W","  256",",,W",,,"  310",",,W","  310",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","  161",",,W","   27",",,W"," 1646",",,W"," 1640",",,W","  217",",,W",,,"  320",",,W","  330",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","  139",",,W","   32",",,W"," 1746",",,W"," 1744",",,W","  189",",,W",,,"  330",",,W","  320",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  233",",,W","  128",",,W","   27",",,W"," 1535",",,W"," 1519",",,W","  183",",,W",,,"  320",",,W","  330",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  261",",,W","  133",",,W","   23",",,W"," 1747",",,W"," 1712",",,W","  200",",,W",,,"  320",",,W","  320",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  339",",,W","  139",",,W","   21",",,W"," 1730",",,W"," 1730",",,W","  239",",,W",,,"  330",",,W","  330",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  339",",,W","  172",",,W","   23",",,W"," 1538",",,W"," 1312",",,W","  256",",,W",,,"  310",",,W","  340",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  350",",,W","  172",",,W","   27",",,W"," 1744",",,W"," 1645",",,W","  261",",,W",,,"  320",",,W","  330",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-13","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  317",",,W","  172",",,W","   31",",,W"," 1731",",,W"," 1742",",,W","  244",",,W",,,"  320",",,W","  310",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-14","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  283",",,W","  161",",,W","   29",",,W"," 1110",",,W"," 1109",",,W","  222",",,W",,,"  290",",,W","  290",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-15","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  267",",,W","  144",",,W","   31",",,W"," 1540",",,W"," 1544",",,W","  206",",,W",,,"  330",",,W","  330",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-16","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  283",",,W","  128",",,W","   42",",,W"," 0737",",,W"," 0736",",,W","  206",",,W",,,"  150",",,W","  140",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-17","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  233",",,W","  133",",,W","   43",",,W"," 1408",",,W"," 1408",",,W","  183",",,W",,,"  340",",,W","  340",",,W","   94",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-18","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","  128",",,W","   42",",,W"," 1546",",,W"," 1530",",,W","  178",",,W",,,"  350",",,W","  350",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-19","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  261",",,W","  139",",,W","   44",",,W"," 1746",",,W"," 1841",",,W","  200",",,W",,,"  340",",,W","  340",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-20","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  222",",,W","  144",",,W","   39",",,W"," 1712",",,W"," 1709",",,W","  183",",,W",,,"  340",",,W","  330",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-21","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","  111",",,W","   27",",,W"," 1725",",,W"," 1715",",,W","  194",",,W",,,"  320",",,W","  320",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-22","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  294",",,W","  133",",,W","   29",",,W"," 1600",",,W"," 1629",",,W","  217",",,W",,,"  320",",,W","  330",",,W","   89",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-23","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  289",",,W","  117",",,W","   27",",,W"," 1541",",,W"," 1540",",,W","  206",",,W",,,"  310",",,W","  320",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-24","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  306",",,W","  139",",,W","   24",",,W"," 1537",",,W"," 1459",",,W","  222",",,W",,,"  320",",,W","  330",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-25","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  239",",,W","  128",",,W","   38",",,W"," 1731",",,W"," 1410",",,W","  183",",,W",,,"  330",",,W","  330",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-26","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","  150",",,W","   24",",,W"," 1922",",,W"," 1957",",,W","  211",",,W",,,"  310",",,W","  310",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-27","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  306",",,W","  133",",,W","   26",",,W"," 1702",",,W"," 1702",",,W","  222",",,W",,,"  330",",,W","  320",",,W","   72",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-28","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  289",",,W","  139",",,W","   30",",,W"," 1720",",,W"," 1720",",,W","  217",",,W",,,"  300",",,W","  300",",,W","   63",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-29","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  289",",,W","  133",",,W","   30",",,W"," 1702",",,W"," 1459",",,W","  211",",,W",,,"  320",",,W","  320",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-30","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","  133",",,W","   28",",,W"," 1942",",,W"," 1505",",,W","  206",",,W",,,"  310",",,W","  290",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-08-31","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  322",",,W","  144",",,W","   21",",,W"," 1815",",,W"," 1814",",,W","  233",",,W",,,"  320",",,W","  320",",,W","   49",",,W","   58",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-01","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  300",",,W","  150",",,W","   27",",,W"," 1529",",,W"," 1529",",,W","  228",",,W",,,"  300",",,W","  310",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-02","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  339",",,W","  150",",,W","   21",",,W"," 1836",",,W"," 1603",",,W","  244",",,W",,,"  330",",,W","  320",",,W","   49",",,W","   67",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-03","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  328",",,W","  156",",,W","   26",",,W"," 1712",",,W"," 1746",",,W","  244",",,W",,,"  330",",,W","  320",",,W","   58",",,W","   63",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-04","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  317",",,W","  178",",,W","   35",",,W"," 1621",",,W"," 1537",",,W","  250",",,W",,,"  220",",,W","  230",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-05","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  294",",,W","  172",",,W","   28",",,W"," 1510",",,W"," 1514",",,W","  233",",,W",,,"  330",",,W","  310",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-06","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0","T,,W,2400",,,,,"  328",",,W","  211",",,W","   25",",,W"," 1609",",,W"," 1518",",,W","  272",",,W",,,"  330",",,W","  330",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-07","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  344",",,W","  200",",,W","   25",",,W"," 1444",",,W"," 1645",",,W","  272",",,W",,,"  320",",,W","  310",",,W","   80",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-08","37.35938","-121.92444","15.0","SAN JOSE, CA US","    3",",,W,2400",,,,,"  261",",,W","  144",",,W","   35",",,W"," 1445",",,W"," 1441",",,W","  206",",,W",,,"  320",",,W","  320",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-09","37.35938","-121.92444","15.0","SAN JOSE, CA US","    3",",,W,2400",,,,,"  200",",,W","  122",",,W","   36",",,W"," 1419",",,W"," 1418",",,W","  161",",,W",,,"  280",",,W","  280",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-10","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  267",",,W","  111",",,W","   25",",,W"," 1731",",,W"," 1757",",,W","  189",",,W",,,"  340",",,W","  330",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-11","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  306",",,W","  139",",,W","   27",",,W"," 1731",",,W"," 1824",",,W","  222",",,W",,,"  330",",,W","  330",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-12","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  317",",,W","  161",",,W","   23",",,W"," 1630",",,W"," 1627",",,W","  239",",,W",,,"  320",",,W","  320",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-13","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  328",",,W","  172",",,W","   21",",,W"," 1554",",,W"," 1554",",,W","  250",",,W",,,"  310",",,W","  310",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-14","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  272",",,W","  156",",,W","   27",",,W"," 1642",",,W"," 1529",",,W","  217",",,W",,,"  300",",,W","  300",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-15","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  256",",,W","  150",",,W","   30",",,W"," 1702",",,W"," 1659",",,W","  206",",,W",,,"  310",",,W","  300",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-16","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  250",",,W","  144",",,W","   30",",,W"," 1729",",,W"," 1736",",,W","  200",",,W",,,"  320",",,W","  320",",,W","   72",",,W","   76",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-17","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  250",",,W","  133",",,W","   33",",,W"," 1620",",,W"," 1620",",,W","  194",",,W",,,"  350",",,W","  350",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00023293","1998-09-18","37.35938","-121.92444","15.0","SAN JOSE, CA US","    0",",,W,2400",,,,,"  250",",,W","  139",",,W","   36",",,W"," 1626",",,W"," 1639",",,W","  194",",,W",,,"  330",",,W","  330",",,W","   94",",,W","  103",",,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
